Time,Temperature
2022-09-16 18:08:00,19.6
2022-09-16 18:13:00,19.7
2022-09-16 18:18:00,19.3
2022-09-16 18:23:00,19.0
2022-09-16 18:28:00,19.1
2022-09-16 18:33:00,19.4
2022-09-16 18:38:00,19.7
2022-09-16 18:43:00,19.4
2022-09-16 18:48:00,19.1
2022-09-16 18:53:00,19.1
2022-09-16 18:58:00,19.3
2022-09-16 19:03:00,19.6
2022-09-16 19:08:00,19.6
2022-09-16 19:13:00,19.1
2022-09-16 19:18:00,18.9
2022-09-16 19:23:00,19.1
2022-09-16 19:28:00,19.4
2022-09-16 19:33:00,19.6
2022-09-16 19:38:00,19.3
2022-09-16 19:43:00,18.9
2022-09-16 19:48:00,19.0
2022-09-16 19:53:00,19.2
2022-09-16 19:58:00,19.5
2022-09-16 20:03:00,19.4
2022-09-16 20:08:00,19.0
2022-09-16 20:13:00,18.9
2022-09-16 20:18:00,19.0
2022-09-16 20:23:00,19.3
2022-09-16 20:28:00,19.5
2022-09-16 20:33:00,19.2
2022-09-16 20:38:00,18.8
2022-09-16 20:43:00,18.9
2022-09-16 20:48:00,19.1
2022-09-16 20:53:00,19.4
2022-09-16 20:58:00,19.5
2022-09-16 21:03:00,19.1
2022-09-16 21:08:00,18.8
2022-09-16 21:13:00,18.9
2022-09-16 21:18:00,19.1
2022-09-16 21:23:00,19.4
2022-09-16 21:28:00,19.5
2022-09-16 21:33:00,19.0
2022-09-16 21:38:00,18.8
2022-09-16 21:43:00,18.9
2022-09-16 21:48:00,19.1
2022-09-16 21:53:00,19.4
2022-09-16 21:58:00,19.4
2022-09-16 22:03:00,19.0
2022-09-16 22:08:00,18.8
2022-09-16 22:13:00,18.9
2022-09-16 22:18:00,19.1
2022-09-16 22:23:00,19.4
2022-09-16 22:28:00,19.4
2022-09-16 22:33:00,18.9
2022-09-16 22:38:00,18.8
2022-09-16 22:43:00,18.8
2022-09-16 22:48:00,19.1
2022-09-16 22:53:00,19.3
2022-09-16 22:58:00,19.4
2022-09-16 23:03:00,18.9
2022-09-16 23:08:00,18.6
2022-09-16 23:13:00,18.6
2022-09-16 23:18:00,18.8
2022-09-16 23:23:00,19.1
2022-09-16 23:28:00,19.3
2022-09-16 23:33:00,19.3
2022-09-16 23:38:00,18.8
2022-09-16 23:43:00,18.5
2022-09-16 23:48:00,18.6
2022-09-16 23:53:00,18.8
2022-09-16 23:58:00,19.1
2022-09-17 00:03:00,19.3
2022-09-17 00:08:00,19.3
2022-09-17 00:13:00,18.8
2022-09-17 00:18:00,18.5
2022-09-17 00:23:00,18.6
2022-09-17 00:28:00,18.8
2022-09-17 00:33:00,19.0
2022-09-17 00:38:00,19.3
2022-09-17 00:43:00,19.4
2022-09-17 00:48:00,18.9
2022-09-17 00:53:00,18.5
2022-09-17 00:58:00,18.5
2022-09-17 01:03:00,18.7
2022-09-17 01:08:00,18.9
2022-09-17 01:13:00,19.2
2022-09-17 01:18:00,19.4
2022-09-17 01:23:00,19.2
2022-09-17 01:28:00,18.7
2022-09-17 01:33:00,18.5
2022-09-17 01:38:00,18.6
2022-09-17 01:43:00,18.8
2022-09-17 01:48:00,19.1
2022-09-17 01:53:00,19.3
2022-09-17 01:58:00,19.4
2022-09-17 02:03:00,19.0
2022-09-17 02:08:00,18.6
2022-09-17 02:13:00,18.5
2022-09-17 02:18:00,18.7
2022-09-17 02:23:00,18.9
2022-09-17 02:28:00,19.1
2022-09-17 02:33:00,19.4
2022-09-17 02:38:00,19.4
2022-09-17 02:43:00,18.9
2022-09-17 02:48:00,18.5
2022-09-17 02:53:00,18.5
2022-09-17 02:58:00,18.6
2022-09-17 03:03:00,18.9
2022-09-17 03:08:00,19.1
2022-09-17 03:13:00,19.3
2022-09-17 03:18:00,19.4
2022-09-17 03:23:00,19.0
2022-09-17 03:28:00,18.6
2022-09-17 03:33:00,18.5
2022-09-17 03:38:00,18.6
2022-09-17 03:43:00,18.8
2022-09-17 03:48:00,19.0
2022-09-17 03:53:00,19.3
2022-09-17 03:58:00,19.4
2022-09-17 04:03:00,19.3
2022-09-17 04:08:00,18.8
2022-09-17 04:13:00,18.4
2022-09-17 04:18:00,18.5
2022-09-17 04:23:00,18.6
2022-09-17 04:28:00,18.8
2022-09-17 04:33:00,19.1
2022-09-17 04:38:00,19.3
2022-09-17 04:43:00,19.4
2022-09-17 04:48:00,19.2
2022-09-17 04:53:00,18.6
2022-09-17 04:58:00,18.4
2022-09-17 05:03:00,18.4
2022-09-17 05:08:00,18.6
2022-09-17 05:13:00,18.8
2022-09-17 05:18:00,19.1
2022-09-17 05:23:00,19.3
2022-09-17 05:28:00,19.4
2022-09-17 05:33:00,19.3
2022-09-17 05:38:00,18.7
2022-09-17 05:43:00,18.4
2022-09-17 05:48:00,18.5
2022-09-17 05:53:00,18.6
2022-09-17 05:58:00,18.8
2022-09-17 06:03:00,19.1
2022-09-17 06:08:00,19.3
2022-09-17 06:13:00,19.4
2022-09-17 06:18:00,19.4
2022-09-17 06:23:00,18.8
2022-09-17 06:28:00,18.5
2022-09-17 06:33:00,18.4
2022-09-17 06:38:00,18.6
2022-09-17 06:43:00,18.8
2022-09-17 06:48:00,19.0
2022-09-17 06:53:00,19.2
2022-09-17 06:58:00,19.3
2022-09-17 07:03:00,19.4
2022-09-17 07:08:00,19.1
2022-09-17 07:13:00,18.6
2022-09-17 07:18:00,18.4
2022-09-17 07:23:00,18.5
2022-09-17 07:28:00,18.6
2022-09-17 07:33:00,18.8
2022-09-17 07:38:00,19.1
2022-09-17 07:43:00,19.3
2022-09-17 07:48:00,19.4
2022-09-17 07:53:00,19.4
2022-09-17 07:58:00,18.8
2022-09-17 08:03:00,18.4
2022-09-17 08:08:00,18.4
2022-09-17 08:13:00,18.5
2022-09-17 08:18:00,18.7
2022-09-17 08:23:00,18.9
2022-09-17 08:28:00,19.1
2022-09-17 08:33:00,19.3
2022-09-17 08:38:00,19.4
2022-09-17 08:43:00,19.1
2022-09-17 08:48:00,18.6
2022-09-17 08:53:00,18.4
2022-09-17 08:58:00,18.5
2022-09-17 09:03:00,18.7
2022-09-17 09:08:00,18.9
2022-09-17 09:13:00,19.1
2022-09-17 09:18:00,19.3
2022-09-17 09:23:00,19.4
2022-09-17 09:28:00,19.1
2022-09-17 09:33:00,18.6
2022-09-17 09:38:00,18.4
2022-09-17 09:43:00,18.6
2022-09-17 09:48:00,18.8
2022-09-17 09:53:00,19.0
2022-09-17 09:58:00,19.3
2022-09-17 10:03:00,19.4
2022-09-17 10:08:00,19.3
2022-09-17 10:13:00,18.8
2022-09-17 10:18:00,18.7
2022-09-17 10:23:00,18.7
2022-09-17 10:28:00,18.9
2022-09-17 10:33:00,19.2
2022-09-17 10:38:00,19.4
2022-09-17 10:43:00,19.5
2022-09-17 10:48:00,19.1
2022-09-17 10:53:00,18.8
2022-09-17 10:58:00,18.7
2022-09-17 11:03:00,18.9
2022-09-17 11:08:00,19.1
2022-09-17 11:13:00,19.3
2022-09-17 11:18:00,19.6
2022-09-17 11:23:00,19.3
2022-09-17 11:28:00,18.9
2022-09-17 11:33:00,18.7
2022-09-17 11:38:00,18.8
2022-09-17 11:43:00,19.0
2022-09-17 11:48:00,19.3
2022-09-17 11:53:00,19.5
2022-09-17 11:58:00,19.4
2022-09-17 12:03:00,18.9
2022-09-17 12:08:00,18.8
2022-09-17 12:13:00,18.8
2022-09-17 12:18:00,19.0
2022-09-17 12:23:00,19.3
2022-09-17 12:28:00,19.6
2022-09-17 12:33:00,19.5
2022-09-17 12:38:00,19.0
2022-09-17 12:43:00,18.8
2022-09-17 12:48:00,18.9
2022-09-17 12:53:00,19.2
2022-09-17 12:58:00,19.5
2022-09-17 13:03:00,19.7
2022-09-17 13:08:00,19.3
2022-09-17 13:13:00,18.9
2022-09-17 13:18:00,18.9
2022-09-17 13:23:00,19.1
2022-09-17 13:28:00,19.4
2022-09-17 13:33:00,19.7
2022-09-17 13:38:00,19.6
2022-09-17 13:43:00,19.1
2022-09-17 13:48:00,18.9
2022-09-17 13:53:00,19.1
2022-09-17 13:58:00,19.3
2022-09-17 14:03:00,19.6
2022-09-17 14:08:00,19.6
2022-09-17 14:13:00,19.2
2022-09-17 14:18:00,19.0
2022-09-17 14:23:00,19.1
2022-09-17 14:28:00,19.4
2022-09-17 14:33:00,19.6
2022-09-17 14:38:00,19.6
2022-09-17 14:43:00,19.1
2022-09-17 14:48:00,19.1
2022-09-17 14:53:00,19.3
2022-09-17 14:58:00,19.5
2022-09-17 15:03:00,19.8
2022-09-17 15:08:00,19.5
2022-09-17 15:13:00,19.2
2022-09-17 15:18:00,19.2
2022-09-17 15:23:00,19.4
2022-09-17 15:28:00,19.7
2022-09-17 15:33:00,19.6
2022-09-17 15:38:00,19.2
2022-09-17 15:43:00,19.1
2022-09-17 15:48:00,19.3
2022-09-17 15:53:00,19.6
2022-09-17 15:58:00,19.7
2022-09-17 16:03:00,19.3
2022-09-17 16:08:00,19.1
2022-09-17 16:13:00,19.3
2022-09-17 16:18:00,19.5
2022-09-17 16:23:00,19.7
2022-09-17 16:28:00,19.3
2022-09-17 16:33:00,19.1
2022-09-17 16:38:00,19.1
2022-09-17 16:43:00,19.4
2022-09-17 16:48:00,19.6
2022-09-17 16:53:00,19.4
2022-09-17 16:58:00,19.1
2022-09-17 17:03:00,19.1
2022-09-17 17:08:00,19.4
2022-09-17 17:13:00,19.6
2022-09-17 17:18:00,19.4
2022-09-17 17:23:00,19.1
2022-09-17 17:28:00,19.1
2022-09-17 17:33:00,19.3
2022-09-17 17:38:00,19.6
2022-09-17 17:43:00,19.5
2022-09-17 17:48:00,19.1
2022-09-17 17:53:00,19.0
2022-09-17 17:58:00,19.1
2022-09-17 18:03:00,19.4
2022-09-17 18:08:00,19.5
2022-09-17 18:13:00,19.0
2022-09-17 18:18:00,18.8
2022-09-17 18:23:00,18.8
2022-09-17 18:28:00,19.0
2022-09-17 18:33:00,19.3
2022-09-17 18:38:00,19.4
2022-09-17 18:43:00,18.9
2022-09-17 18:48:00,18.7
2022-09-17 18:53:00,18.8
2022-09-17 18:58:00,18.9
2022-09-17 19:03:00,19.3
2022-09-17 19:08:00,19.4
2022-09-17 19:13:00,19.0
2022-09-17 19:18:00,18.7
2022-09-17 19:23:00,18.7
2022-09-17 19:28:00,18.9
2022-09-17 19:33:00,19.1
2022-09-17 19:38:00,19.4
2022-09-17 19:43:00,19.2
2022-09-17 19:48:00,18.7
2022-09-17 19:53:00,18.6
2022-09-17 19:58:00,18.8
2022-09-17 20:03:00,19.0
2022-09-17 20:08:00,19.3
2022-09-17 20:13:00,19.4
2022-09-17 20:18:00,18.9
2022-09-17 20:23:00,18.6
2022-09-17 20:28:00,18.6
2022-09-17 20:33:00,18.8
2022-09-17 20:38:00,19.1
2022-09-17 20:43:00,19.3
2022-09-17 20:48:00,19.4
2022-09-17 20:53:00,18.9
2022-09-17 20:58:00,18.6
2022-09-17 21:03:00,18.6
2022-09-17 21:08:00,18.8
2022-09-17 21:13:00,19.1
2022-09-17 21:18:00,19.3
2022-09-17 21:23:00,19.4
2022-09-17 21:28:00,19.1
2022-09-17 21:33:00,18.6
2022-09-17 21:38:00,18.6
2022-09-17 21:43:00,18.8
2022-09-17 21:48:00,19.0
2022-09-17 21:53:00,19.2
2022-09-17 21:58:00,19.4
2022-09-17 22:03:00,19.3
2022-09-17 22:08:00,18.8
2022-09-17 22:13:00,18.6
2022-09-17 22:18:00,18.6
2022-09-17 22:23:00,18.9
2022-09-17 22:28:00,19.1
2022-09-17 22:33:00,19.3
2022-09-17 22:38:00,19.5
2022-09-17 22:43:00,19.1
2022-09-17 22:48:00,18.8
2022-09-17 22:53:00,18.7
2022-09-17 22:58:00,18.8
2022-09-17 23:03:00,19.0
2022-09-17 23:08:00,19.3
2022-09-17 23:13:00,19.4
2022-09-17 23:18:00,19.4
2022-09-17 23:23:00,18.9
2022-09-17 23:28:00,18.7
2022-09-17 23:33:00,18.7
2022-09-17 23:38:00,18.9
2022-09-17 23:43:00,19.1
2022-09-17 23:48:00,19.3
2022-09-17 23:53:00,19.5
2022-09-17 23:58:00,19.3
2022-09-18 00:03:00,18.8
2022-09-18 00:08:00,18.6
2022-09-18 00:13:00,18.8
2022-09-18 00:18:00,18.9
2022-09-18 00:23:00,19.2
2022-09-18 00:28:00,19.4
2022-09-18 00:33:00,19.5
2022-09-18 00:38:00,19.1
2022-09-18 00:43:00,18.6
2022-09-18 00:48:00,18.6
2022-09-18 00:53:00,18.7
2022-09-18 00:58:00,18.9
2022-09-18 01:03:00,19.1
2022-09-18 01:08:00,19.4
2022-09-18 01:13:00,19.5
2022-09-18 01:18:00,19.2
2022-09-18 01:23:00,18.7
2022-09-18 01:28:00,18.6
2022-09-18 01:33:00,18.7
2022-09-18 01:38:00,18.9
2022-09-18 01:43:00,19.1
2022-09-18 01:48:00,19.3
2022-09-18 01:53:00,19.5
2022-09-18 01:58:00,19.3
2022-09-18 02:03:00,18.8
2022-09-18 02:08:00,18.6
2022-09-18 02:13:00,18.6
2022-09-18 02:18:00,18.8
2022-09-18 02:23:00,19.0
2022-09-18 02:28:00,19.2
2022-09-18 02:33:00,19.4
2022-09-18 02:38:00,19.5
2022-09-18 02:43:00,19.0
2022-09-18 02:48:00,18.6
2022-09-18 02:53:00,18.6
2022-09-18 02:58:00,18.6
2022-09-18 03:03:00,18.8
2022-09-18 03:08:00,19.0
2022-09-18 03:13:00,19.2
2022-09-18 03:18:00,19.4
2022-09-18 03:23:00,19.4
2022-09-18 03:28:00,18.9
2022-09-18 03:33:00,18.5
2022-09-18 03:38:00,18.5
2022-09-18 03:43:00,18.6
2022-09-18 03:48:00,18.8
2022-09-18 03:53:00,19.0
2022-09-18 03:58:00,19.3
2022-09-18 04:03:00,19.4
2022-09-18 04:08:00,19.4
2022-09-18 04:13:00,18.9
2022-09-18 04:18:00,18.5
2022-09-18 04:23:00,18.5
2022-09-18 04:28:00,18.6
2022-09-18 04:33:00,18.8
2022-09-18 04:38:00,19.1
2022-09-18 04:43:00,19.3
2022-09-18 04:48:00,19.4
2022-09-18 04:53:00,19.4
2022-09-18 04:58:00,18.9
2022-09-18 05:03:00,18.5
2022-09-18 05:08:00,18.5
2022-09-18 05:13:00,18.6
2022-09-18 05:18:00,18.8
2022-09-18 05:23:00,19.0
2022-09-18 05:28:00,19.2
2022-09-18 05:33:00,19.4
2022-09-18 05:38:00,19.5
2022-09-18 05:43:00,19.0
2022-09-18 05:48:00,18.6
2022-09-18 05:53:00,18.5
2022-09-18 05:58:00,18.6
2022-09-18 06:03:00,18.8
2022-09-18 06:08:00,18.9
2022-09-18 06:13:00,19.2
2022-09-18 06:18:00,19.3
2022-09-18 06:23:00,19.5
2022-09-18 06:28:00,19.1
2022-09-18 06:33:00,18.6
2022-09-18 06:38:00,18.4
2022-09-18 06:43:00,18.5
2022-09-18 06:48:00,18.7
2022-09-18 06:53:00,18.9
2022-09-18 06:58:00,19.1
2022-09-18 07:03:00,19.3
2022-09-18 07:08:00,19.4
2022-09-18 07:13:00,19.4
2022-09-18 07:18:00,18.9
2022-09-18 07:23:00,18.5
2022-09-18 07:28:00,18.4
2022-09-18 07:33:00,18.6
2022-09-18 07:38:00,18.8
2022-09-18 07:43:00,18.9
2022-09-18 07:48:00,19.1
2022-09-18 07:53:00,19.3
2022-09-18 07:58:00,19.4
2022-09-18 08:03:00,19.4
2022-09-18 08:08:00,18.8
2022-09-18 08:13:00,18.5
2022-09-18 08:18:00,18.5
2022-09-18 08:23:00,18.6
2022-09-18 08:28:00,18.8
2022-09-18 08:33:00,18.9
2022-09-18 08:38:00,19.1
2022-09-18 08:43:00,19.3
2022-09-18 08:48:00,19.4
2022-09-18 08:53:00,19.1
2022-09-18 08:58:00,18.6
2022-09-18 09:03:00,18.4
2022-09-18 09:08:00,18.5
2022-09-18 09:13:00,18.6
2022-09-18 09:18:00,18.9
2022-09-18 09:23:00,19.1
2022-09-18 09:28:00,19.3
2022-09-18 09:33:00,19.4
2022-09-18 09:38:00,19.4
2022-09-18 09:43:00,18.8
2022-09-18 09:48:00,18.6
2022-09-18 09:53:00,18.6
2022-09-18 09:58:00,18.8
2022-09-18 10:03:00,18.9
2022-09-18 10:08:00,19.2
2022-09-18 10:13:00,19.4
2022-09-18 10:18:00,19.5
2022-09-18 10:23:00,19.1
2022-09-18 10:28:00,18.7
2022-09-18 10:33:00,18.7
2022-09-18 10:38:00,18.8
2022-09-18 10:43:00,19.0
2022-09-18 10:48:00,19.3
2022-09-18 10:53:00,19.5
2022-09-18 10:58:00,19.6
2022-09-18 11:03:00,19.1
2022-09-18 11:08:00,18.8
2022-09-18 11:13:00,18.8
2022-09-18 11:18:00,18.9
2022-09-18 11:23:00,19.1
2022-09-18 11:28:00,19.4
2022-09-18 11:33:00,19.6
2022-09-18 11:38:00,19.4
2022-09-18 11:43:00,18.9
2022-09-18 11:48:00,18.8
2022-09-18 11:53:00,18.9
2022-09-18 11:58:00,19.1
2022-09-18 12:03:00,19.4
2022-09-18 12:08:00,19.6
2022-09-18 12:13:00,19.4
2022-09-18 12:18:00,18.9
2022-09-18 12:23:00,18.9
2022-09-18 12:28:00,19.0
2022-09-18 12:33:00,19.3
2022-09-18 12:38:00,19.6
2022-09-18 12:43:00,19.6
2022-09-18 12:48:00,19.2
2022-09-18 12:53:00,18.9
2022-09-18 12:58:00,19.1
2022-09-18 13:03:00,19.3
2022-09-18 13:08:00,19.6
2022-09-18 13:13:00,19.6
2022-09-18 13:18:00,19.3
2022-09-18 13:23:00,19.1
2022-09-18 13:28:00,19.1
2022-09-18 13:33:00,19.4
2022-09-18 13:38:00,19.6
2022-09-18 13:43:00,19.5
2022-09-18 13:48:00,19.1
2022-09-18 13:53:00,19.0
2022-09-18 13:58:00,19.2
2022-09-18 14:03:00,19.4
2022-09-18 14:08:00,19.7
2022-09-18 14:13:00,19.4
2022-09-18 14:18:00,19.0
2022-09-18 14:23:00,19.0
2022-09-18 14:28:00,19.3
2022-09-18 14:33:00,19.5
2022-09-18 14:38:00,19.6
2022-09-18 14:43:00,19.2
2022-09-18 14:48:00,18.9
2022-09-18 14:53:00,19.1
2022-09-18 14:58:00,19.4
2022-09-18 15:03:00,19.6
2022-09-18 15:08:00,19.4
2022-09-18 15:13:00,19.1
2022-09-18 15:18:00,19.1
2022-09-18 15:23:00,19.3
2022-09-18 15:28:00,19.6
2022-09-18 15:33:00,19.5
2022-09-18 15:38:00,19.1
2022-09-18 15:43:00,19.1
2022-09-18 15:48:00,19.2
2022-09-18 15:53:00,19.5
2022-09-18 15:58:00,19.6
2022-09-18 16:03:00,19.2
2022-09-18 16:08:00,18.9
2022-09-18 16:13:00,19.1
2022-09-18 16:18:00,19.4
2022-09-18 16:23:00,19.6
2022-09-18 16:28:00,19.3
2022-09-18 16:33:00,19.0
2022-09-18 16:38:00,19.1
2022-09-18 16:43:00,19.3
2022-09-18 16:48:00,19.6
2022-09-18 16:53:00,19.3
2022-09-18 16:58:00,18.9
2022-09-18 17:03:00,18.9
2022-09-18 17:08:00,19.1
2022-09-18 17:13:00,19.4
2022-09-18 17:18:00,19.4
2022-09-18 17:23:00,18.9
2022-09-18 17:28:00,18.6
2022-09-18 17:33:00,18.8
2022-09-18 17:38:00,19.0
2022-09-18 17:43:00,19.3
2022-09-18 17:48:00,19.4
2022-09-18 17:53:00,18.9
2022-09-18 17:58:00,18.6
2022-09-18 18:03:00,18.7
2022-09-18 18:08:00,18.9
2022-09-18 18:13:00,19.2
2022-09-18 18:18:00,19.4
2022-09-18 18:23:00,18.9
2022-09-18 18:28:00,18.6
2022-09-18 18:33:00,18.6
2022-09-18 18:38:00,18.9
2022-09-18 18:43:00,19.1
2022-09-18 18:48:00,19.4
2022-09-18 18:53:00,19.3
2022-09-18 18:58:00,18.8
2022-09-18 19:03:00,18.6
2022-09-18 19:08:00,18.8
2022-09-18 19:13:00,19.0
2022-09-18 19:18:00,19.3
2022-09-18 19:23:00,19.4
2022-09-18 19:28:00,19.1
2022-09-18 19:33:00,18.7
2022-09-18 19:38:00,18.6
2022-09-18 19:43:00,18.8
2022-09-18 19:48:00,19.0
2022-09-18 19:53:00,19.3
2022-09-18 19:58:00,19.4
2022-09-18 20:03:00,19.1
2022-09-18 20:08:00,18.7
2022-09-18 20:13:00,18.7
2022-09-18 20:18:00,18.9
2022-09-18 20:23:00,19.1
2022-09-18 20:28:00,19.3
2022-09-18 20:33:00,19.4
2022-09-18 20:38:00,19.0
2022-09-18 20:43:00,18.7
2022-09-18 20:48:00,18.8
2022-09-18 20:53:00,18.9
2022-09-18 20:58:00,19.1
2022-09-18 21:03:00,19.4
2022-09-18 21:08:00,19.5
2022-09-18 21:13:00,19.1
2022-09-18 21:18:00,18.7
2022-09-18 21:23:00,18.6
2022-09-18 21:28:00,18.8
2022-09-18 21:33:00,19.0
2022-09-18 21:38:00,19.3
2022-09-18 21:43:00,19.4
2022-09-18 21:48:00,19.4
2022-09-18 21:53:00,18.9
2022-09-18 21:58:00,18.7
2022-09-18 22:03:00,18.8
2022-09-18 22:08:00,18.9
2022-09-18 22:13:00,19.2
2022-09-18 22:18:00,19.4
2022-09-18 22:23:00,19.6
2022-09-18 22:28:00,19.3
2022-09-18 22:33:00,18.8
2022-09-18 22:38:00,18.7
2022-09-18 22:43:00,18.8
2022-09-18 22:48:00,19.0
2022-09-18 22:53:00,19.3
2022-09-18 22:58:00,19.4
2022-09-18 23:03:00,19.5
2022-09-18 23:08:00,19.0
2022-09-18 23:13:00,18.7
2022-09-18 23:18:00,18.7
2022-09-18 23:23:00,18.8
2022-09-18 23:28:00,19.1
2022-09-18 23:33:00,19.3
2022-09-18 23:38:00,19.4
2022-09-18 23:43:00,19.4
2022-09-18 23:48:00,18.9
2022-09-18 23:53:00,18.6
2022-09-18 23:58:00,18.6
2022-09-19 00:03:00,18.8
2022-09-19 00:08:00,19.0
2022-09-19 00:13:00,19.3
2022-09-19 00:18:00,19.4
2022-09-19 00:23:00,19.5
2022-09-19 00:28:00,19.1
2022-09-19 00:33:00,18.7
2022-09-19 00:38:00,18.6
2022-09-19 00:43:00,18.7
2022-09-19 00:48:00,18.9
2022-09-19 00:53:00,19.1
2022-09-19 00:58:00,19.3
2022-09-19 01:03:00,19.5
2022-09-19 01:08:00,19.4
2022-09-19 01:13:00,18.9
2022-09-19 01:18:00,18.6
2022-09-19 01:23:00,18.6
2022-09-19 01:28:00,18.8
2022-09-19 01:33:00,19.0
2022-09-19 01:38:00,19.2
2022-09-19 01:43:00,19.4
2022-09-19 01:48:00,19.5
2022-09-19 01:53:00,19.3
2022-09-19 01:58:00,18.8
2022-09-19 02:03:00,18.6
2022-09-19 02:08:00,18.6
2022-09-19 02:13:00,18.8
2022-09-19 02:18:00,19.0
2022-09-19 02:23:00,19.2
2022-09-19 02:28:00,19.4
2022-09-19 02:33:00,19.6
2022-09-19 02:38:00,19.3
2022-09-19 02:43:00,18.8
2022-09-19 02:48:00,18.6
2022-09-19 02:53:00,18.6
2022-09-19 02:58:00,18.8
2022-09-19 03:03:00,19.0
2022-09-19 03:08:00,19.2
2022-09-19 03:13:00,19.3
2022-09-19 03:18:00,19.5
2022-09-19 03:23:00,19.4
2022-09-19 03:28:00,18.9
2022-09-19 03:33:00,18.6
2022-09-19 03:38:00,18.7
2022-09-19 03:43:00,18.8
2022-09-19 03:48:00,19.0
2022-09-19 03:53:00,19.2
2022-09-19 03:58:00,19.3
2022-09-19 04:03:00,19.5
2022-09-19 04:08:00,19.4
2022-09-19 04:13:00,18.9
2022-09-19 04:18:00,18.6
2022-09-19 04:23:00,18.6
2022-09-19 04:28:00,18.8
2022-09-19 04:33:00,18.9
2022-09-19 04:38:00,19.1
2022-09-19 04:43:00,19.3
2022-09-19 04:48:00,19.4
2022-09-19 04:53:00,19.5
2022-09-19 04:58:00,19.0
2022-09-19 05:03:00,18.6
2022-09-19 05:08:00,18.6
2022-09-19 05:13:00,18.7
2022-09-19 05:18:00,18.8
2022-09-19 05:23:00,19.0
2022-09-19 05:28:00,19.2
2022-09-19 05:33:00,19.3
2022-09-19 05:38:00,19.4
2022-09-19 05:43:00,19.4
2022-09-19 05:48:00,18.9
2022-09-19 05:53:00,18.6
2022-09-19 05:58:00,18.6
2022-09-19 06:03:00,18.7
2022-09-19 06:08:00,18.9
2022-09-19 06:13:00,19.1
2022-09-19 06:18:00,19.2
2022-09-19 06:23:00,19.3
2022-09-19 06:28:00,19.4
2022-09-19 06:33:00,19.4
2022-09-19 06:38:00,18.9
2022-09-19 06:43:00,18.6
2022-09-19 06:48:00,18.6
2022-09-19 06:53:00,18.7
2022-09-19 06:58:00,18.9
2022-09-19 07:03:00,19.0
2022-09-19 07:08:00,19.2
2022-09-19 07:13:00,19.3
2022-09-19 07:18:00,19.4
2022-09-19 07:23:00,19.5
2022-09-19 07:28:00,19.0
2022-09-19 07:33:00,18.6
2022-09-19 07:38:00,18.5
2022-09-19 07:43:00,18.6
2022-09-19 07:48:00,18.8
2022-09-19 07:53:00,18.9
2022-09-19 07:58:00,19.1
2022-09-19 08:03:00,19.3
2022-09-19 08:08:00,19.4
2022-09-19 08:13:00,19.5
2022-09-19 08:18:00,19.3
2022-09-19 08:23:00,18.8
2022-09-19 08:28:00,18.6
2022-09-19 08:33:00,18.6
2022-09-19 08:38:00,18.7
2022-09-19 08:43:00,18.9
2022-09-19 08:48:00,19.1
2022-09-19 08:53:00,19.2
2022-09-19 08:58:00,19.3
2022-09-19 09:03:00,19.5
2022-09-19 09:08:00,19.4
2022-09-19 09:13:00,18.8
2022-09-19 09:18:00,18.5
2022-09-19 09:23:00,18.6
2022-09-19 09:28:00,18.7
2022-09-19 09:33:00,18.9
2022-09-19 09:38:00,19.1
2022-09-19 09:43:00,19.2
2022-09-19 09:48:00,19.4
2022-09-19 09:53:00,19.6
2022-09-19 09:58:00,19.3
2022-09-19 10:03:00,18.8
2022-09-19 10:08:00,18.6
2022-09-19 10:13:00,18.7
2022-09-19 10:18:00,18.9
2022-09-19 10:23:00,19.1
2022-09-19 10:28:00,19.3
2022-09-19 10:33:00,19.4
2022-09-19 10:38:00,19.5
2022-09-19 10:43:00,19.1
2022-09-19 10:48:00,18.7
2022-09-19 10:53:00,18.6
2022-09-19 10:58:00,18.7
2022-09-19 11:03:00,18.9
2022-09-19 11:08:00,19.1
2022-09-19 11:13:00,19.2
2022-09-19 11:18:00,19.4
2022-09-19 11:23:00,19.5
2022-09-19 11:28:00,19.5
2022-09-19 11:33:00,19.0
2022-09-19 11:38:00,18.6
2022-09-19 11:43:00,18.5
2022-09-19 11:48:00,18.6
2022-09-19 11:53:00,18.9
2022-09-19 11:58:00,19.1
2022-09-19 12:03:00,19.3
2022-09-19 12:08:00,19.4
2022-09-19 12:13:00,19.6
2022-09-19 12:18:00,19.3
2022-09-19 12:23:00,18.8
2022-09-19 12:28:00,18.7
2022-09-19 12:33:00,18.8
2022-09-19 12:38:00,19.0
2022-09-19 12:43:00,19.3
2022-09-19 12:48:00,19.4
2022-09-19 12:53:00,19.6
2022-09-19 12:58:00,19.3
2022-09-19 13:03:00,18.8
2022-09-19 13:08:00,18.8
2022-09-19 13:13:00,18.9
2022-09-19 13:18:00,19.1
2022-09-19 13:23:00,19.4
2022-09-19 13:28:00,19.6
2022-09-19 13:33:00,19.3
2022-09-19 13:38:00,18.9
2022-09-19 13:43:00,18.9
2022-09-19 13:48:00,19.1
2022-09-19 13:53:00,19.3
2022-09-19 13:58:00,19.6
2022-09-19 14:03:00,19.4
2022-09-19 14:08:00,18.9
2022-09-19 14:13:00,18.9
2022-09-19 14:18:00,19.0
2022-09-19 14:23:00,19.3
2022-09-19 14:28:00,19.5
2022-09-19 14:33:00,19.4
2022-09-19 14:38:00,18.9
